,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,NICKNAME,Less Than 5 ft. FGM,Less Than 5 ft. FGA,Less Than 5 ft. FG_PCT,5-9 ft. FGM,5-9 ft. FGA,5-9 ft. FG_PCT,10-14 ft. FGM,10-14 ft. FGA,10-14 ft. FG_PCT,15-19 ft. FGM,15-19 ft. FGA,15-19 ft. FG_PCT,20-24 ft. FGM,20-24 ft. FGA,20-24 ft. FG_PCT,25-29 ft. FGM,25-29 ft. FGA,25-29 ft. FG_PCT,30-34 ft. FGM,30-34 ft. FGA,30-34 ft. FG_PCT,35-39 ft. FGM,35-39 ft. FGA,35-39 ft. FG_PCT,40+ ft. FGM,40+ ft. FGA,40+ ft. FG_PCT,year
16,924,Anthony Goldwire,1610612743,DEN,25.0,Anthony,41.0,119.0,0.345,3.0,9.0,0.333,2.0,13.0,0.154,16.0,43.0,0.372,60.0,133.0,0.451,9.0,13.0,0.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
17,193,Anthony Mason,1610612766,CHH,30.0,Anthony,290.0,564.0,0.514,35.0,80.0,0.438,58.0,100.0,0.58,47.0,76.0,0.618,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1996-97
18,292,Anthony Miller,1610612737,ATL,25.0,Anthony,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,1996-97
19,324,Anthony Peeler,1610612763,VAN,27.0,Anthony,84.0,180.0,0.467,22.0,57.0,0.386,31.0,86.0,0.36,127.0,306.0,0.415,130.0,351.0,0.37,8.0,28.0,0.286,0.0,1.0,0.0,,,,0.0,2.0,0.0,1996-97
20,156,Antoine Carr,1610612762,UTA,35.0,Antoine,93.0,167.0,0.557,41.0,93.0,0.441,38.0,87.0,0.437,72.0,157.0,0.459,8.0,17.0,0.471,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
21,952,Antoine Walker,1610612738,BOS,20.0,Antoine,411.0,910.0,0.452,40.0,102.0,0.392,34.0,91.0,0.374,31.0,81.0,0.383,55.0,150.0,0.367,5.0,20.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
22,213,Antonio Davis,1610612754,IND,28.0,Antonio,209.0,389.0,0.537,29.0,68.0,0.426,37.0,93.0,0.398,32.0,75.0,0.427,1.0,15.0,0.067,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
23,176,Antonio Harvey,1610612760,SEA,26.0,Antonio,3.0,7.0,0.429,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1996-97
24,226,Antonio Lang,1610612739,CLE,25.0,Antonio,44.0,90.0,0.489,2.0,9.0,0.222,7.0,17.0,0.412,15.0,38.0,0.395,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996-97
25,686,Antonio McDyess,1610612743,DEN,22.0,Antonio,232.0,410.0,0.566,87.0,184.0,0.473,100.0,250.0,0.4,106.0,264.0,0.402,11.0,48.0,0.229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
26,288,Armen Gilliam,1610612749,MIL,33.0,Armen,130.0,215.0,0.605,45.0,112.0,0.402,38.0,107.0,0.355,31.0,86.0,0.36,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
27,717,Arvydas Sabonis,1610612757,POR,32.0,Arvydas,207.0,366.0,0.566,53.0,119.0,0.445,9.0,23.0,0.391,10.0,17.0,0.588,48.0,129.0,0.372,1.0,3.0,0.333,0.0,1.0,0.0,,,,0.0,0.0,0.0,1996-97
28,732,Ashraf Amaya,1610612764,WAS,25.0,Ashraf,10.0,27.0,0.37,1.0,8.0,0.125,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,1996-97
29,422,Avery Johnson,1610612759,SAS,32.0,Avery,181.0,342.0,0.529,18.0,39.0,0.462,21.0,49.0,0.429,94.0,213.0,0.441,13.0,38.0,0.342,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1996-97
30,769,B.J. Armstrong,1610612744,GSW,29.0,B.J.,49.0,70.0,0.7,15.0,28.0,0.536,15.0,32.0,0.469,40.0,94.0,0.426,29.0,98.0,0.296,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
31,989,Ben Davis,1610612756,PHX,24.0,Ben,7.0,16.0,0.438,1.0,5.0,0.2,2.0,4.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
32,1112,Ben Wallace,1610612764,WAS,22.0,Ben,14.0,39.0,0.359,2.0,6.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1996-97
33,104,Benoit Benjamin,1610612761,TOR,32.0,Benoit,3.0,8.0,0.375,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,1996-97
34,82,Bill Wennington,1610612741,CHI,34.0,Bill,22.0,59.0,0.373,7.0,14.0,0.5,36.0,69.0,0.522,52.0,94.0,0.553,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1996-97
35,182,Billy Owens,1610612758,SAC,28.0,Billy,150.0,273.0,0.549,53.0,106.0,0.5,20.0,51.0,0.392,39.0,109.0,0.358,36.0,94.0,0.383,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1996-97
36,902,Bimbo Coles,1610612744,GSW,29.0,Bimbo,48.0,93.0,0.516,13.0,30.0,0.433,10.0,29.0,0.345,18.0,53.0,0.34,31.0,102.0,0.304,2.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1996-97
37,183,Bison Dele,1610612741,CHI,28.0,Bison,12.0,30.0,0.4,9.0,13.0,0.692,5.0,15.0,0.333,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
38,898,Blue Edwards,1610612763,VAN,31.0,Blue,63.0,120.0,0.525,5.0,20.0,0.25,14.0,43.0,0.326,59.0,155.0,0.381,37.0,101.0,0.366,4.0,16.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1996-97
39,448,Bo Outlaw,1610612746,LAC,26.0,Bo,220.0,318.0,0.692,16.0,39.0,0.41,10.0,28.0,0.357,6.0,20.0,0.3,2.0,8.0,0.25,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996-97
40,682,Bob Sura,1610612739,CLE,24.0,Bob,180.0,333.0,0.541,4.0,23.0,0.174,3.0,19.0,0.158,10.0,42.0,0.238,49.0,148.0,0.331,7.0,19.0,0.368,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1996-97
41,310,Bobby Hurley,1610612758,SAC,26.0,Bobby,7.0,21.0,0.333,0.0,3.0,0.0,2.0,9.0,0.222,21.0,44.0,0.477,16.0,44.0,0.364,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1996-97
42,184,Bobby Phills,1610612739,CLE,27.0,Bobby,114.0,222.0,0.514,24.0,59.0,0.407,29.0,75.0,0.387,64.0,158.0,0.405,95.0,241.0,0.394,2.0,11.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
43,38,Brad Lohaus,1610612761,TOR,32.0,Brad,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.0,4.0,0.0,2.0,7.0,0.286,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1996-97
44,699,Brent Barry,1610612746,LAC,25.0,Brent,46.0,90.0,0.511,12.0,26.0,0.462,12.0,28.0,0.429,22.0,46.0,0.478,51.0,157.0,0.325,12.0,27.0,0.444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1996-97
45,85,Brent Price,1610612745,HOU,28.0,Brent,17.0,28.0,0.607,1.0,4.0,0.25,3.0,10.0,0.3,6.0,10.0,0.6,16.0,49.0,0.327,1.0,3.0,0.333,,,,0.0,0.0,0.0,0.0,1.0,0.0,1996-97
46,1064,Brent Scott,1610612754,IND,26.0,Brent,7.0,13.0,0.538,0.0,0.0,0.0,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1996-97
47,1136,Brett Szabo,1610612738,BOS,29.0,Brett,31.0,80.0,0.388,7.0,12.0,0.583,14.0,23.0,0.609,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
48,967,Brian Evans,1610612753,ORL,23.0,Brian,2.0,3.0,0.667,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,6.0,11.0,0.545,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1996-97
49,258,Brian Grant,1610612758,SAC,25.0,Brian,48.0,90.0,0.533,20.0,53.0,0.377,11.0,28.0,0.393,12.0,34.0,0.353,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
50,216,Brian Shaw,1610612753,ORL,31.0,Brian,72.0,153.0,0.471,24.0,72.0,0.333,14.0,50.0,0.28,14.0,43.0,0.326,63.0,186.0,0.339,2.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1996-97
51,240,Brooks Thompson,1610612743,DEN,26.0,Brooks,14.0,45.0,0.311,5.0,11.0,0.455,15.0,28.0,0.536,30.0,72.0,0.417,87.0,220.0,0.395,10.0,26.0,0.385,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1996-97
52,1477,Bruce Bowen,1610612748,MIA,26.0,Bruce,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,1996-97
53,735,Bryant Reeves,1610612763,VAN,24.0,Bryant,247.0,433.0,0.57,98.0,206.0,0.476,100.0,237.0,0.422,51.0,136.0,0.375,2.0,11.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1996-97
54,179,Bryant Stith,1610612743,DEN,26.0,Bryant,73.0,161.0,0.453,27.0,60.0,0.45,33.0,73.0,0.452,41.0,107.0,0.383,74.0,189.0,0.392,3.0,11.0,0.273,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
55,935,Bryon Russell,1610612762,UTA,26.0,Bryon,149.0,238.0,0.626,8.0,24.0,0.333,11.0,28.0,0.393,12.0,48.0,0.25,111.0,261.0,0.425,5.0,18.0,0.278,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1996-97
56,433,Buck Williams,1610612752,NYK,37.0,Buck,136.0,235.0,0.579,22.0,52.0,0.423,7.0,23.0,0.304,9.0,14.0,0.643,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
57,2,Byron Scott,1610612747,LAL,36.0,Byron,47.0,74.0,0.635,4.0,8.0,0.5,10.0,32.0,0.313,26.0,74.0,0.351,68.0,165.0,0.412,8.0,26.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
58,384,Calbert Cheaney,1610612764,WAS,25.0,Calbert,167.0,268.0,0.623,36.0,71.0,0.507,52.0,125.0,0.416,104.0,225.0,0.462,10.0,33.0,0.303,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1996-97
59,61,Carl Herrera,1610612759,SAS,30.0,Carl,120.0,266.0,0.451,42.0,114.0,0.368,47.0,97.0,0.485,45.0,108.0,0.417,2.0,6.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
60,1063,Carl Thomas,1610612739,CLE,27.0,Carl,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.5,1.0,5.0,0.2,2.0,12.0,0.167,0.0,0.0,0.0,,,,,,,,,,1996-97
61,435,Carlos Rogers,1610612761,TOR,26.0,Carlos,149.0,218.0,0.683,20.0,56.0,0.357,9.0,32.0,0.281,6.0,22.0,0.273,27.0,73.0,0.37,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
62,76,Cedric Ceballos,1610612756,PHX,27.0,Cedric,203.0,357.0,0.569,10.0,32.0,0.313,14.0,44.0,0.318,26.0,77.0,0.338,26.0,96.0,0.271,3.0,7.0,0.429,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1996-97
63,787,Charles Barkley,1610612745,HOU,34.0,Charles,222.0,342.0,0.649,22.0,56.0,0.393,16.0,53.0,0.302,14.0,32.0,0.438,54.0,188.0,0.287,5.0,12.0,0.417,0.0,1.0,0.0,1.0,2.0,0.5,1.0,6.0,0.167,1996-97
64,279,Charles Jones,1610612745,HOU,40.0,Charles,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1996-97
65,891,Charles Oakley,1610612752,NYK,33.0,Charles,165.0,290.0,0.569,5.0,18.0,0.278,23.0,63.0,0.365,130.0,278.0,0.468,15.0,43.0,0.349,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
66,293,Charles Smith,1610612759,SAS,31.0,Charles,10.0,17.0,0.588,3.0,6.0,0.5,9.0,21.0,0.429,12.0,38.0,0.316,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,1996-97
67,369,Charlie Ward,1610612752,NYK,26.0,Charlie,67.0,144.0,0.465,5.0,15.0,0.333,5.0,12.0,0.417,4.0,12.0,0.333,50.0,138.0,0.362,2.0,10.0,0.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1996-97
68,685,Cherokee Parks,1610612750,MIN,24.0,Cherokee,62.0,107.0,0.579,5.0,16.0,0.313,12.0,25.0,0.48,22.0,48.0,0.458,2.0,5.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
69,713,Chris Carr,1610612750,MIN,23.0,Chris,48.0,77.0,0.623,15.0,27.0,0.556,24.0,47.0,0.511,7.0,32.0,0.219,31.0,83.0,0.373,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
70,164,Chris Childs,1610612752,NYK,29.0,Chris,66.0,148.0,0.446,8.0,16.0,0.5,11.0,34.0,0.324,47.0,114.0,0.412,73.0,168.0,0.435,5.0,21.0,0.238,1.0,4.0,0.25,0.0,1.0,0.0,0.0,4.0,0.0,1996-97
71,201,Chris Dudley,1610612757,POR,32.0,Chris,87.0,181.0,0.481,28.0,78.0,0.359,10.0,24.0,0.417,1.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
72,423,Chris Gatling,1610612751,NJN,29.0,Chris,191.0,298.0,0.641,55.0,133.0,0.414,46.0,113.0,0.407,33.0,71.0,0.465,2.0,7.0,0.286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
73,1137,Chris Jent,1610612752,NYK,27.0,Chris,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.667,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1996-97
74,168,Chris Mills,1610612739,CLE,27.0,Chris,142.0,261.0,0.544,32.0,69.0,0.464,40.0,92.0,0.435,95.0,229.0,0.415,94.0,229.0,0.41,2.0,10.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1996-97
75,356,Chris Morris,1610612762,UTA,31.0,Chris,65.0,111.0,0.586,0.0,11.0,0.0,5.0,14.0,0.357,16.0,41.0,0.39,35.0,111.0,0.315,1.0,7.0,0.143,,,,0.0,3.0,0.0,0.0,1.0,0.0,1996-97
76,904,Chris Mullin,1610612744,GSW,33.0,Chris,166.0,229.0,0.725,8.0,17.0,0.471,24.0,47.0,0.511,143.0,270.0,0.53,92.0,214.0,0.43,5.0,14.0,0.357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
77,997,Chris Robinson,1610612763,VAN,23.0,Chris,18.0,30.0,0.6,2.0,6.0,0.333,5.0,10.0,0.5,8.0,42.0,0.19,34.0,85.0,0.4,2.0,9.0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
78,185,Chris Webber,1610612764,WAS,24.0,Chris,392.0,644.0,0.609,66.0,127.0,0.52,35.0,119.0,0.294,51.0,126.0,0.405,58.0,128.0,0.453,2.0,18.0,0.111,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1996-97
79,43,Chris Whitney,1610612764,WAS,25.0,Chris,44.0,74.0,0.595,3.0,9.0,0.333,13.0,28.0,0.464,20.0,56.0,0.357,42.0,125.0,0.336,17.0,36.0,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1996-97
80,363,Christian Laettner,1610612737,ATL,27.0,Christian,276.0,507.0,0.544,49.0,102.0,0.48,67.0,174.0,0.385,119.0,246.0,0.484,35.0,87.0,0.402,2.0,8.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1996-97
81,359,Chucky Brown,1610612749,MIL,29.0,Chucky,47.0,70.0,0.671,7.0,16.0,0.438,10.0,26.0,0.385,13.0,34.0,0.382,1.0,8.0,0.125,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
82,221,Clar. Weatherspoon,1610612755,PHI,26.0,Clar.,217.0,391.0,0.555,37.0,84.0,0.44,48.0,139.0,0.345,91.0,184.0,0.495,5.0,11.0,0.455,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996-97
83,361,Clifford Robinson,1610612757,POR,30.0,Clifford,157.0,286.0,0.549,61.0,159.0,0.384,52.0,133.0,0.391,49.0,107.0,0.458,121.0,325.0,0.372,3.0,22.0,0.136,1.0,4.0,0.25,0.0,2.0,0.0,0.0,5.0,0.0,1996-97
84,32,Clifford Rozier,1610612761,TOR,24.0,Clifford,70.0,144.0,0.486,5.0,16.0,0.313,3.0,7.0,0.429,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,0.0,1996-97
85,17,Clyde Drexler,1610612745,HOU,35.0,Clyde,192.0,340.0,0.565,11.0,32.0,0.344,20.0,49.0,0.408,49.0,132.0,0.371,118.0,328.0,0.36,7.0,15.0,0.467,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1996-97
86,916,Corie Blount,1610612747,LAL,28.0,Corie,76.0,126.0,0.603,4.0,15.0,0.267,7.0,20.0,0.35,4.0,14.0,0.286,1.0,3.0,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
87,722,Corliss Williamson,1610612758,SAC,23.0,Corliss,243.0,404.0,0.601,67.0,149.0,0.45,24.0,90.0,0.267,36.0,96.0,0.375,1.0,5.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
88,724,Cory Alexander,1610612759,SAS,24.0,Cory,46.0,112.0,0.411,14.0,22.0,0.636,3.0,20.0,0.15,31.0,73.0,0.425,93.0,244.0,0.381,7.0,18.0,0.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1996-97
89,378,Craig Ehlo,1610612760,SEA,35.0,Craig,42.0,90.0,0.467,3.0,7.0,0.429,6.0,16.0,0.375,7.0,32.0,0.219,26.0,96.0,0.271,3.0,5.0,0.6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1996-97
90,733,Cuonzo Martin,1610612749,MIL,25.0,Cuonzo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,1996-97
91,905,Dale Davis,1610612754,IND,28.0,Dale,276.0,442.0,0.624,48.0,110.0,0.436,37.0,107.0,0.346,9.0,29.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
92,107,Dale Ellis,1610612743,DEN,36.0,Dale,105.0,194.0,0.541,12.0,19.0,0.632,15.0,29.0,0.517,122.0,325.0,0.375,204.0,533.0,0.383,18.0,49.0,0.367,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,1996-97
93,757,Damon Stoudamire,1610612761,TOR,23.0,Damon,178.0,383.0,0.465,63.0,149.0,0.423,59.0,165.0,0.358,62.0,172.0,0.36,186.0,475.0,0.392,15.0,61.0,0.246,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1996-97
94,105,Dan Majerle,1610612748,MIA,31.0,Dan,60.0,101.0,0.594,1.0,13.0,0.077,2.0,14.0,0.143,6.0,14.0,0.429,66.0,187.0,0.353,6.0,18.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
95,7,Dan Schayes,1610612753,ORL,38.0,Dan,20.0,53.0,0.377,1.0,4.0,0.25,4.0,10.0,0.4,22.0,51.0,0.431,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97
